session_id,plugin_time,plugout_time,duration_hours,energy_kwh,user_type,plugin_category,month
3677,2019-04-08 14:51:00,2019-04-08 20:03:36,5.21,18.76,Private,3,4
3678,2019-08-29 19:21:00,2019-08-29 23:48:36,4.46,32.11,Shared,5,8
3679,2019-07-28 13:09:00,2019-07-29 00:33:36,11.41,32.5,Private,2,7
3680,2019-07-14 20:18:00,2019-07-15 00:58:12,4.67,33.62,Private,5,7
3681,2019-01-28 19:32:00,2019-01-28 21:47:36,2.26,16.27,Shared,5,1
3682,2019-11-17 16:12:00,2019-11-17 19:57:36,3.76,13.54,Shared,4,11
3683,2019-02-05 23:50:00,2019-02-06 05:26:36,5.61,40.39,Shared,6,2
3684,2019-04-21 10:10:00,2019-04-21 21:52:36,11.71,42.16,Private,1,4
3685,2019-07-08 08:23:00,2019-07-08 15:56:00,7.55,54.36,Shared,0,7
3686,2019-02-23 17:18:00,2019-02-23 20:01:48,2.73,9.83,Shared,4,2
3687,2019-03-09 20:25:00,2019-03-10 20:25:00,24.0,66.39,Private,5,3
3688,2019-10-25 00:23:00,2019-10-25 06:20:36,5.96,21.46,Private,7,10
3689,2020-01-13 23:34:00,2020-01-14 11:39:24,12.09,36.22,Private,6,1
3690,2019-06-14 23:36:00,2019-06-15 04:03:00,4.45,32.04,Private,6,6
3691,2018-12-12 01:15:00,2018-12-12 08:26:24,7.19,25.88,Private,7,12
3692,2019-10-31 17:39:00,2019-11-01 02:33:36,8.91,32.08,Shared,4,10
3693,2019-03-27 18:03:00,2019-03-28 05:40:12,11.62,41.83,Shared,4,3
3694,2019-07-08 15:55:00,2019-07-09 02:17:48,10.38,23.06,Shared,3,7
3695,2019-04-23 23:37:00,2019-04-24 08:44:12,9.12,58.68,Private,6,4
3696,2020-01-10 17:20:00,2020-01-10 21:18:12,3.97,28.58,Private,4,1
3697,2020-01-24 04:34:00,2020-01-24 07:53:12,3.32,11.95,Shared,7,1
3698,2019-07-25 17:37:00,2019-07-25 23:52:00,6.25,22.5,Private,4,7
3699,2019-09-12 20:32:00,2019-09-13 06:03:12,9.52,29.22,Shared,5,9
3700,2019-03-18 18:32:00,2019-03-18 22:46:24,4.24,30.53,Private,4,3
3701,2019-02-18 05:30:00,2019-02-18 15:56:24,10.44,24.36,Private,7,2
3702,2019-06-23 19:07:00,2019-06-24 08:48:24,13.69,49.28,Private,5,6
3703,2019-01-15 18:06:00,2019-01-15 20:42:36,2.61,9.4,Private,4,1
3704,2019-09-03 17:54:00,2019-09-03 20:39:36,2.76,9.94,Private,4,9
3705,2020-01-18 07:00:00,2020-01-18 11:29:24,4.49,32.33,Shared,0,1
3706,2019-10-02 06:03:00,2019-10-02 12:11:24,6.14,44.21,Private,0,10
3707,2020-01-04 11:09:00,2020-01-04 14:34:48,3.43,24.7,Shared,1,1
3708,2019-03-25 15:42:00,2019-03-26 04:27:36,12.76,53.41,Private,3,3
3709,2018-12-24 13:02:00,2018-12-24 19:41:36,6.66,47.0,Private,2,12
3710,2019-10-11 18:50:00,2019-10-11 23:55:24,5.09,18.32,Private,4,10
3711,2019-05-31 19:51:00,2019-05-31 21:39:36,1.81,13.03,Shared,5,5
3712,2019-12-28 11:57:00,2019-12-28 13:55:12,1.97,7.09,Private,1,12
3713,2019-10-20 07:28:00,2019-10-20 13:29:48,6.03,21.71,Private,0,10
3714,2019-08-26 18:43:00,2019-08-26 19:49:36,1.11,4.0,Shared,4,8
3715,2019-04-23 15:23:00,2019-04-24 01:26:36,10.06,25.76,Private,3,4
3716,2019-01-02 15:03:00,2019-01-02 19:28:48,4.43,15.95,Shared,3,1
3717,2019-10-28 22:12:00,2019-10-29 22:12:00,24.0,49.47,Private,6,10
3718,2019-05-16 20:52:00,2019-05-17 20:52:00,24.0,60.9,Private,5,5
3719,2019-07-13 03:39:00,2019-07-13 08:00:36,4.36,31.39,Shared,7,7
3720,2019-02-11 13:51:00,2019-02-11 18:27:00,4.6,33.12,Private,2,2
3721,2019-04-14 17:36:00,2019-04-15 03:32:24,9.94,21.36,Shared,4,4
3722,2019-03-29 23:46:00,2019-03-30 16:05:12,16.32,72.46,Shared,6,3
3723,2019-01-03 16:39:00,2019-01-03 18:13:12,1.57,11.3,Shared,4,1
3724,2019-08-17 19:22:00,2019-08-17 20:47:12,1.42,10.22,Shared,5,8
3725,2019-02-21 21:42:00,2019-02-22 00:54:00,3.2,11.52,Private,5,2
3726,2019-08-18 18:49:00,2019-08-19 02:16:00,7.45,26.82,Private,4,8
3727,2020-01-29 11:23:00,2020-01-29 18:23:36,7.01,50.47,Shared,1,1
3728,2019-03-27 13:05:00,2019-03-27 23:33:12,10.47,67.0,Shared,2,3
3729,2019-01-05 18:47:00,2019-01-05 20:55:24,2.14,15.41,Private,4,1
3730,2020-01-13 17:58:00,2020-01-13 18:56:48,0.98,3.53,Shared,4,1
3731,2019-07-30 20:11:00,2019-07-31 05:12:48,9.03,32.51,Private,5,7
3732,2019-06-01 18:05:00,2019-06-01 20:51:12,2.77,19.94,Shared,4,6
3733,2019-10-09 09:28:00,2019-10-09 10:40:36,1.21,4.36,Shared,1,10
3734,2019-02-23 08:06:00,2019-02-23 13:34:48,5.48,39.46,Private,0,2
3735,2019-04-26 00:14:00,2019-04-26 08:51:48,8.63,62.14,Shared,7,4
3736,2019-06-16 19:45:00,2019-06-17 00:18:00,4.55,32.76,Private,5,6
3737,2019-08-07 23:01:00,2019-08-08 02:36:24,3.59,12.92,Shared,6,8
3738,2019-02-03 17:42:00,2019-02-03 22:07:48,4.43,15.95,Shared,4,2
3739,2018-12-15 23:54:00,2018-12-16 03:43:12,3.82,27.5,Shared,6,12
3740,2019-09-21 23:45:00,2019-09-22 01:40:48,1.93,6.95,Shared,6,9
3741,2019-07-01 15:07:00,2019-07-01 18:07:00,3.0,21.6,Private,3,7
3742,2019-01-09 07:47:00,2019-01-09 14:54:48,7.13,51.34,Private,0,1
3743,2020-01-20 00:08:00,2020-01-20 06:20:00,6.2,22.32,Shared,7,1
3744,2019-03-23 14:04:00,2019-03-23 19:38:12,5.57,20.05,Shared,3,3
3745,2019-09-10 13:31:00,2019-09-10 15:59:12,2.47,17.78,Private,2,9
3746,2019-07-31 04:04:00,2019-07-31 08:25:36,4.36,28.23,Private,7,7
3747,2020-01-21 17:18:00,2020-01-21 18:22:48,1.08,3.89,Private,4,1
3748,2020-01-02 22:29:00,2020-01-03 04:05:36,5.61,40.39,Shared,6,1
3749,2019-07-11 01:55:00,2019-07-11 15:23:12,13.47,64.75,Private,7,7
3750,2019-06-15 12:24:00,2019-06-15 14:09:36,1.76,6.34,Private,2,6
3751,2019-12-20 15:57:00,2019-12-20 19:14:24,3.29,23.69,Shared,3,12
3752,2019-10-24 13:24:00,2019-10-24 19:38:24,6.24,44.93,Private,2,10
3753,2018-12-24 08:20:00,2018-12-24 20:14:36,11.91,42.88,Shared,0,12
3754,2019-05-21 14:53:00,2019-05-21 18:30:12,3.62,26.06,Shared,3,5
3755,2019-04-10 03:30:00,2019-04-10 06:33:00,3.05,10.98,Shared,7,4
3756,2019-03-28 20:30:00,2019-03-28 21:45:00,1.25,4.5,Private,5,3
3757,2019-06-03 14:23:00,2019-06-03 19:42:12,5.32,36.08,Shared,3,6
3758,2019-02-15 14:16:00,2019-02-16 10:57:24,20.69,48.93,Private,3,2
3759,2020-01-26 14:08:00,2020-01-26 20:08:36,6.01,21.64,Private,3,1
3760,2019-04-26 13:41:00,2019-04-26 18:33:48,4.88,35.14,Private,2,4
3761,2018-12-27 20:32:00,2018-12-28 02:44:36,6.21,22.36,Shared,5,12
3762,2019-09-01 16:05:00,2019-09-01 20:59:36,4.91,31.34,Private,4,9
3763,2019-01-17 02:14:00,2019-01-17 05:02:00,2.8,20.16,Private,7,1
3764,2019-10-20 09:31:00,2019-10-20 18:19:36,8.81,31.72,Private,1,10
3765,2019-10-11 21:33:00,2019-10-12 03:21:00,5.8,41.76,Private,5,10
3766,2019-12-25 16:26:00,2019-12-25 21:26:36,5.01,18.04,Private,4,12
3767,2019-09-23 19:59:00,2019-09-23 22:29:00,2.5,9.0,Private,5,9
3768,2019-11-27 22:25:00,2019-11-28 10:45:24,12.34,22.9,Private,6,11
3769,2019-03-05 03:55:00,2019-03-05 11:48:24,7.89,56.81,Shared,7,3
3770,2019-05-21 00:43:00,2019-05-21 04:04:36,3.36,24.19,Private,7,5
3771,2019-04-27 22:18:00,2019-04-28 08:17:24,9.99,21.5,Private,6,4
3772,2018-12-19 09:16:00,2018-12-19 12:46:00,3.5,25.2,Private,1,12
3773,2018-12-10 10:27:00,2018-12-10 13:19:12,2.87,10.33,Shared,1,12
3774,2019-02-11 09:17:00,2019-02-11 12:11:36,2.91,10.48,Private,1,2
3775,2019-09-27 11:11:00,2019-09-27 12:36:48,1.43,5.15,Private,1,9
3776,2018-12-15 11:47:00,2018-12-15 18:40:24,6.89,24.8,Private,1,12
3777,2019-03-17 13:13:00,2019-03-17 14:35:12,1.37,4.93,Private,2,3
3778,2019-10-25 09:33:00,2019-10-25 11:39:00,2.1,15.12,Private,1,10
3779,2019-03-20 11:38:00,2019-03-20 12:47:36,1.16,8.35,Shared,1,3
3780,2019-11-13 14:13:00,2019-11-13 18:52:36,4.66,30.21,Private,3,11
3781,2019-12-31 23:27:00,2020-01-01 03:54:36,4.46,16.06,Private,6,12
3782,2019-07-09 17:11:00,2019-07-09 21:07:24,3.94,14.18,Private,4,7
3783,2019-06-01 13:40:00,2019-06-01 16:03:24,2.39,17.21,Shared,2,6
3784,2019-04-04 15:11:00,2019-04-04 17:21:48,2.18,15.7,Private,3,4
3785,2020-01-01 11:11:00,2020-01-01 18:02:36,6.86,49.39,Private,1,1
3786,2020-01-21 14:17:00,2020-01-21 17:39:12,3.37,24.26,Private,3,1
3787,2019-02-19 14:55:00,2019-02-19 21:05:48,6.18,22.25,Private,3,2
3788,2019-05-03 10:50:00,2019-05-03 13:30:12,2.67,19.22,Private,1,5
3789,2019-09-24 19:18:00,2019-09-25 00:55:12,5.62,40.46,Shared,5,9
3790,2019-12-27 18:20:00,2019-12-28 06:39:48,12.33,38.59,Private,4,12
3791,2019-11-23 20:08:00,2019-11-24 03:36:12,7.47,53.78,Private,5,11
3792,2019-03-14 05:48:00,2019-03-14 09:30:36,3.71,26.71,Private,7,3
3793,2019-05-02 10:05:00,2019-05-02 16:00:48,5.93,21.35,Shared,1,5
3794,2019-11-23 01:47:00,2019-11-23 05:58:24,4.19,15.08,Private,7,11
3795,2019-11-03 15:32:00,2019-11-03 20:30:48,4.98,33.55,Private,3,11
3796,2019-06-30 23:46:00,2019-07-01 03:42:24,3.94,14.18,Private,6,6
3797,2019-10-24 12:26:00,2019-10-24 16:50:36,4.41,15.88,Private,2,10
3798,2019-08-14 10:57:00,2019-08-14 16:42:00,5.75,20.7,Private,1,8
3799,2019-04-05 06:30:00,2019-04-05 08:58:12,2.47,8.89,Private,0,4
3800,2019-02-24 22:06:00,2019-02-25 00:31:48,2.43,17.5,Private,6,2
3801,2019-08-04 05:01:00,2019-08-04 06:53:12,1.87,6.73,Private,7,8
3802,2019-03-17 09:18:00,2019-03-17 10:55:12,1.62,11.66,Private,1,3
3803,2019-05-02 23:25:00,2019-05-03 01:31:36,2.11,7.6,Private,6,5
3804,2019-02-12 22:24:00,2019-02-13 03:56:24,5.54,38.95,Private,6,2
3805,2020-01-22 12:29:00,2020-01-22 15:08:00,2.65,9.54,Private,2,1
3806,2020-01-17 20:00:00,2020-01-18 03:06:00,7.1,25.56,Private,5,1
3807,2019-08-16 22:42:00,2019-08-17 03:46:12,5.07,18.25,Private,6,8
3808,2019-06-15 21:29:00,2019-06-15 22:44:00,1.25,4.5,Private,5,6
3809,2019-11-10 08:56:00,2019-11-10 16:45:48,7.83,28.19,Private,0,11
3810,2019-01-26 07:06:00,2019-01-26 15:50:24,8.74,31.46,Shared,0,1
3811,2018-12-15 11:15:00,2018-12-15 13:43:12,2.47,17.78,Private,1,12
3812,2019-12-22 09:14:00,2019-12-22 15:53:00,6.65,47.88,Private,1,12
3813,2019-11-06 17:42:00,2019-11-06 20:25:12,2.72,9.79,Private,4,11
3814,2020-01-11 09:52:00,2020-01-11 15:10:00,5.3,24.87,Private,1,1
3815,2019-01-06 03:38:00,2019-01-06 05:40:24,2.04,7.34,Shared,7,1
3816,2019-09-05 10:00:00,2019-09-05 11:24:36,1.41,10.15,Shared,1,9
3817,2019-11-05 19:03:00,2019-11-05 22:50:24,3.79,27.29,Shared,5,11
3818,2018-12-20 11:53:00,2018-12-20 16:25:24,4.54,32.69,Shared,1,12
3819,2019-06-25 00:47:00,2019-06-25 04:32:00,3.75,13.5,Private,7,6
3820,2019-04-06 14:54:00,2019-04-06 17:03:36,2.16,7.78,Shared,3,4
3821,2019-05-18 15:56:00,2019-05-18 19:40:24,3.74,13.46,Private,3,5
3822,2019-03-12 06:44:00,2019-03-12 12:42:48,5.98,43.06,Shared,0,3
3823,2019-08-06 22:13:00,2019-08-07 03:01:00,4.8,23.23,Private,6,8
3824,2019-08-04 11:56:00,2019-08-04 17:33:48,5.63,20.27,Private,1,8
3825,2019-02-08 22:37:00,2019-02-09 01:43:00,3.1,22.32,Shared,6,2
3826,2019-02-08 15:42:00,2019-02-09 02:57:00,11.25,28.89,Shared,3,2
3827,2019-09-11 22:18:00,2019-09-12 00:28:12,2.17,7.81,Shared,6,9
3828,2019-07-24 23:20:00,2019-07-25 06:18:12,6.97,25.09,Shared,6,7
3829,2019-01-08 22:27:00,2019-01-09 09:46:48,11.33,66.7,Private,6,1
3830,2019-06-13 15:12:00,2019-06-13 22:08:24,6.94,24.98,Shared,3,6
3831,2019-01-10 08:31:00,2019-01-10 12:49:00,4.3,30.96,Private,0,1
3832,2019-06-13 11:18:00,2019-06-13 14:43:12,3.42,12.31,Private,1,6
3833,2019-05-28 14:04:00,2019-05-29 00:17:48,10.23,24.53,Private,3,5
3834,2019-05-19 08:42:00,2019-05-19 10:31:48,1.83,13.18,Private,0,5
3835,2019-01-04 17:52:00,2019-01-04 20:22:36,2.51,18.07,Shared,4,1
3836,2019-02-28 23:47:00,2019-03-01 03:32:00,3.75,27.0,Private,6,2
3837,2019-10-21 15:46:00,2019-10-22 03:32:48,11.78,42.41,Private,3,10
3838,2019-09-04 21:17:00,2019-09-05 03:44:36,6.46,43.43,Private,5,9
3839,2019-08-17 21:14:00,2019-08-17 23:45:12,2.52,9.07,Private,5,8
3840,2019-10-18 20:27:00,2019-10-19 00:26:24,3.99,28.73,Shared,5,10
3841,2019-06-24 13:49:00,2019-06-24 17:02:12,3.22,23.18,Shared,2,6
3842,2019-03-05 18:05:00,2019-03-05 21:05:36,3.01,21.67,Private,4,3
3843,2019-12-25 20:23:00,2019-12-26 06:12:48,9.83,34.24,Shared,5,12
3844,2019-08-01 06:05:00,2019-08-01 07:59:00,1.9,13.68,Shared,0,8
3845,2019-04-20 09:00:00,2019-04-21 00:16:12,15.27,48.01,Shared,1,4
3846,2019-07-04 02:02:00,2019-07-04 10:52:24,8.84,62.79,Private,7,7
3847,2018-12-03 08:52:00,2018-12-03 19:29:48,10.63,42.5,Private,0,12
3848,2019-11-10 14:31:00,2019-11-10 18:05:48,3.58,12.89,Private,3,11
3849,2019-06-27 11:46:00,2019-06-27 16:13:36,4.46,16.06,Shared,1,6
3850,2019-11-03 09:09:00,2019-11-03 10:58:12,1.82,6.55,Private,1,11
3851,2019-04-25 07:30:00,2019-04-25 10:55:48,3.43,24.7,Private,0,4
3852,2019-06-02 04:38:00,2019-06-02 11:38:00,7.0,21.76,Private,7,6
3853,2018-12-20 23:28:00,2018-12-21 11:44:12,12.27,32.55,Shared,6,12
3854,2019-01-22 19:22:00,2019-01-22 21:38:48,2.28,8.21,Shared,5,1
3855,2019-05-10 13:59:00,2019-05-10 17:48:48,3.83,13.79,Private,2,5
3856,2019-09-30 09:50:00,2019-09-30 14:17:36,4.46,32.11,Private,1,9
3857,2019-11-06 15:35:00,2019-11-06 17:26:36,1.86,6.7,Private,3,11
3858,2019-04-03 08:01:00,2019-04-03 15:30:24,7.49,21.31,Private,0,4
3859,2019-10-15 15:15:00,2019-10-15 18:13:48,2.98,21.46,Private,3,10
3860,2019-12-24 11:48:00,2019-12-24 16:07:12,4.32,15.55,Private,1,12
3861,2019-07-29 17:18:00,2019-07-29 20:54:36,3.61,13.0,Private,4,7
3862,2019-10-25 18:59:00,2019-10-25 21:50:00,2.85,10.26,Private,4,10
3863,2019-05-26 18:41:00,2019-05-26 23:36:48,4.93,17.75,Private,4,5
3864,2019-09-12 19:42:00,2019-09-12 23:57:36,4.26,15.34,Shared,5,9
3865,2019-10-14 23:16:00,2019-10-15 03:05:12,3.82,13.75,Private,6,10
3866,2019-09-21 07:35:00,2019-09-21 10:33:12,2.97,21.38,Shared,0,9
3867,2020-01-06 15:44:00,2020-01-06 21:55:24,6.19,22.28,Private,3,1
3868,2019-09-21 00:53:00,2019-09-21 16:38:36,15.76,53.15,Private,7,9
3869,2019-10-23 07:22:00,2019-10-23 12:49:36,5.46,19.66,Shared,0,10
3870,2019-07-08 06:46:00,2019-07-08 16:43:00,9.95,35.82,Private,0,7
3871,2019-04-03 13:23:00,2019-04-03 15:15:12,1.87,13.46,Private,2,4
3872,2019-05-12 10:05:00,2019-05-12 15:36:48,5.53,19.91,Private,1,5
3873,2019-05-03 21:03:00,2019-05-03 23:21:00,2.3,8.28,Private,5,5
3874,2019-08-20 15:46:00,2019-08-20 17:31:36,1.76,12.67,Private,3,8
3875,2019-10-10 23:17:00,2019-10-11 02:14:00,2.95,21.24,Shared,6,10
3876,2019-03-03 14:34:00,2019-03-04 01:58:36,11.41,57.14,Private,3,3
3877,2019-02-11 01:13:00,2019-02-11 10:50:48,9.63,48.18,Shared,7,2
3878,2019-04-20 11:08:00,2019-04-20 17:00:12,5.87,26.08,Private,1,4
3879,2019-04-06 03:38:00,2019-04-06 05:19:24,1.69,6.08,Private,7,4
3880,2019-07-23 14:24:00,2019-07-23 18:43:12,4.32,15.55,Private,3,7
3881,2019-06-12 07:10:00,2019-06-12 13:17:12,6.12,44.06,Private,0,6
3882,2019-12-26 12:39:00,2019-12-26 18:15:00,5.6,40.32,Private,2,12
3883,2019-03-03 00:20:00,2019-03-03 01:41:36,1.36,4.9,Private,7,3
3884,2019-04-23 06:38:00,2019-04-23 09:17:36,2.66,19.15,Shared,0,4
3885,2019-11-19 19:28:00,2019-11-20 00:12:24,4.74,17.06,Private,5,11
3886,2019-02-19 19:01:00,2019-02-20 02:13:36,7.21,24.79,Private,5,2
3887,2019-12-29 09:22:00,2019-12-29 10:25:36,1.06,3.82,Shared,1,12
3888,2019-06-14 20:54:00,2019-06-15 01:19:12,4.42,15.91,Shared,5,6
3889,2020-01-24 14:13:00,2020-01-24 19:41:12,5.47,19.69,Private,3,1
3890,2019-08-14 08:49:00,2019-08-14 17:47:48,8.98,20.42,Private,0,8
3891,2019-07-03 11:03:00,2019-07-03 19:05:24,8.04,28.94,Private,1,7
3892,2019-03-19 14:31:00,2019-03-19 21:58:00,7.45,24.66,Private,3,3
3893,2018-12-30 19:45:00,2018-12-30 22:34:48,2.83,20.38,Private,5,12
3894,2019-03-05 23:45:00,2019-03-06 01:03:00,1.3,9.36,Private,6,3
3895,2019-12-14 15:00:00,2019-12-14 18:45:36,3.76,27.07,Private,3,12
3896,2019-02-12 13:50:00,2019-02-12 23:49:24,9.99,59.98,Shared,2,2
3897,2019-02-08 22:24:00,2019-02-09 11:32:24,13.14,45.6,Shared,6,2
3898,2019-12-29 07:24:00,2019-12-29 15:32:24,8.14,44.26,Private,0,12
3899,2019-04-05 18:07:00,2019-04-06 00:48:24,6.69,48.17,Private,4,4
3900,2019-11-12 19:58:00,2019-11-13 02:25:36,6.46,23.26,Shared,5,11
3901,2019-07-08 05:27:00,2019-07-08 08:48:36,3.36,23.21,Private,7,7
3902,2019-07-30 20:04:00,2019-07-31 00:35:12,4.52,16.27,Private,5,7
3903,2019-09-10 11:41:00,2019-09-11 03:36:48,15.93,46.22,Private,1,9
3904,2019-11-05 08:39:00,2019-11-05 11:12:36,2.56,9.22,Private,0,11
3905,2019-11-11 10:40:00,2019-11-12 02:00:24,15.34,21.32,Private,1,11
3906,2019-08-02 19:21:00,2019-08-02 23:18:00,3.95,14.22,Private,5,8
3907,2019-08-06 10:37:00,2019-08-06 23:08:48,12.53,23.94,Private,1,8
3908,2020-01-24 21:18:00,2020-01-24 23:09:00,1.85,13.32,Shared,5,1
3909,2019-01-12 09:38:00,2019-01-12 17:05:36,7.46,30.59,Private,1,1
3910,2019-12-18 13:49:00,2019-12-18 16:46:36,2.96,10.66,Private,2,12
3911,2019-11-22 09:44:00,2019-11-22 11:34:24,1.84,6.62,Private,1,11
3912,2019-05-26 21:32:00,2019-05-27 03:18:12,5.77,40.9,Private,5,5
3913,2019-08-03 23:06:00,2019-08-04 09:08:24,10.04,56.25,Private,6,8
3914,2019-11-15 17:36:00,2019-11-15 20:20:24,2.74,9.86,Private,4,11
3915,2019-03-18 01:02:00,2019-03-18 02:45:48,1.73,6.23,Private,7,3
3916,2018-12-16 23:10:00,2018-12-17 03:48:24,4.64,33.41,Private,6,12
3917,2019-07-16 01:55:00,2019-07-16 06:34:36,4.66,23.5,Private,7,7
3918,2019-03-04 02:22:00,2019-03-04 09:38:12,7.27,26.17,Shared,7,3
3919,2019-08-08 02:43:00,2019-08-08 12:20:48,9.63,37.27,Shared,7,8
3920,2019-10-11 17:16:00,2019-10-11 22:01:00,4.75,34.2,Private,4,10
3921,2019-02-20 11:18:00,2019-02-21 05:27:00,18.15,65.68,Private,1,2
3922,2019-06-27 20:00:00,2019-06-28 01:47:24,5.79,41.69,Shared,5,6
3923,2019-07-03 15:54:00,2019-07-03 19:47:24,3.89,14.0,Shared,3,7
3924,2019-07-04 23:56:00,2019-07-05 01:32:00,1.6,11.52,Private,6,7
3925,2019-03-29 22:39:00,2019-03-30 02:46:12,4.12,29.66,Private,6,3
3926,2019-11-16 01:04:00,2019-11-16 04:58:36,3.91,14.08,Private,7,11
3927,2020-01-05 19:11:00,2020-01-06 04:53:00,9.7,34.92,Private,5,1
3928,2019-08-10 18:59:00,2019-08-11 01:50:00,6.85,24.66,Private,4,8
3929,2019-08-10 23:54:00,2019-08-11 02:04:12,2.17,7.81,Shared,6,8
3930,2019-04-29 19:29:00,2019-04-30 01:04:24,5.59,20.12,Private,5,4
3931,2019-08-29 10:28:00,2019-08-29 18:23:48,7.93,28.55,Private,1,8
3932,2019-10-27 22:44:00,2019-10-28 13:09:48,14.43,51.95,Shared,6,10
3933,2019-04-18 15:31:00,2019-04-19 00:44:12,9.22,62.13,Private,3,4
3934,2019-06-21 12:42:00,2019-06-21 21:08:24,8.44,30.38,Shared,2,6
3935,2020-01-18 16:00:00,2020-01-18 21:10:12,5.17,18.61,Private,4,1
3936,2020-01-11 22:52:00,2020-01-12 05:22:00,6.5,23.4,Shared,6,1
3937,2019-08-23 15:08:00,2019-08-24 03:00:48,11.88,64.94,Shared,3,8
3938,2019-09-05 12:27:00,2019-09-05 14:24:00,1.95,14.04,Private,2,9
3939,2020-01-09 18:34:00,2020-01-09 22:26:48,3.88,27.94,Shared,4,1
3940,2019-01-13 20:00:00,2019-01-13 22:52:48,2.88,20.74,Private,5,1
3941,2019-04-26 04:08:00,2019-04-26 10:35:36,6.46,23.26,Private,7,4
3942,2019-07-03 14:07:00,2019-07-04 01:50:12,11.72,28.01,Private,3,7
3943,2019-12-26 04:59:00,2019-12-26 08:14:36,3.26,11.74,Shared,7,12
3944,2018-12-01 07:18:00,2018-12-01 08:13:48,0.93,6.7,Private,0,12
3945,2019-08-29 21:41:00,2019-08-30 01:23:36,3.71,13.36,Private,5,8
3946,2019-08-26 22:18:00,2019-08-27 07:41:24,9.39,55.09,Private,6,8
3947,2019-01-01 14:22:00,2019-01-01 21:35:12,7.22,41.17,Private,3,1
3948,2019-01-08 20:12:00,2019-01-09 02:52:48,6.68,24.05,Private,5,1
3949,2019-08-02 15:22:00,2019-08-02 19:26:12,4.07,14.65,Private,3,8
3950,2018-12-07 10:33:00,2018-12-07 12:34:12,2.02,14.54,Private,1,12
3951,2019-08-07 23:35:00,2019-08-08 06:41:00,7.1,21.99,Shared,6,8
3952,2019-10-08 07:50:00,2019-10-08 10:35:36,2.76,9.94,Private,0,10
3953,2019-11-21 18:13:00,2019-11-22 17:04:00,22.85,58.59,Private,4,11
3954,2019-01-24 15:27:00,2019-01-24 22:49:48,7.38,26.21,Private,3,1
3955,2019-07-29 23:28:00,2019-07-30 02:46:00,3.3,23.76,Shared,6,7
3956,2019-03-14 19:26:00,2019-03-14 22:39:48,3.23,11.63,Private,5,3
3957,2019-05-14 02:34:00,2019-05-14 07:12:24,4.64,16.7,Private,7,5
3958,2019-10-26 18:22:00,2019-10-26 22:33:24,4.19,30.17,Shared,4,10
3959,2019-09-06 15:15:00,2019-09-07 02:04:12,10.82,38.95,Private,3,9
3960,2019-12-25 17:10:00,2019-12-25 22:48:24,5.64,40.61,Private,4,12
3961,2019-07-28 05:30:00,2019-07-28 08:28:12,2.97,21.38,Private,7,7
3962,2019-05-19 17:59:00,2019-05-20 12:35:00,18.6,43.53,Private,4,5
3963,2019-03-17 06:00:00,2019-03-17 11:07:48,5.13,18.47,Private,0,3
3964,2019-02-19 03:11:00,2019-02-19 11:39:48,8.48,61.06,Private,7,2
3965,2019-09-13 22:16:00,2019-09-14 01:30:24,3.24,23.33,Private,6,9
3966,2019-12-14 19:20:00,2019-12-15 01:43:24,6.39,23.0,Private,5,12
3967,2019-05-03 16:00:00,2019-05-03 22:09:36,6.16,44.35,Shared,4,5
3968,2018-12-04 18:59:00,2018-12-04 20:18:12,1.32,9.5,Shared,4,12
3969,2018-12-05 19:35:00,2018-12-06 15:53:00,20.3,72.26,Shared,5,12
3970,2019-07-29 18:48:00,2019-07-30 07:01:12,12.22,26.65,Shared,4,7
3971,2019-04-29 09:44:00,2019-04-29 13:29:00,3.75,27.0,Shared,1,4
3972,2019-03-12 08:03:00,2019-03-12 10:20:24,2.29,8.24,Private,0,3
3973,2019-01-07 06:45:00,2019-01-07 13:04:12,6.32,27.74,Private,0,1
3974,2019-04-28 18:03:00,2019-04-28 23:18:36,5.26,37.87,Private,4,4
3975,2020-01-25 20:30:00,2020-01-26 02:51:00,6.35,22.86,Shared,5,1
3976,2020-01-06 20:59:00,2020-01-07 02:38:36,5.66,20.38,Private,5,1
3977,2019-08-01 10:45:00,2019-08-01 17:48:36,7.06,39.24,Private,1,8
3978,2019-12-30 17:02:00,2019-12-31 06:40:24,13.64,48.82,Private,4,12
3979,2019-04-27 22:01:00,2019-04-28 05:23:12,7.37,28.38,Shared,6,4
3980,2019-04-24 05:24:00,2019-04-24 07:46:48,2.38,17.14,Private,7,4
3981,2019-03-13 01:08:00,2019-03-13 13:59:36,12.86,46.3,Shared,7,3
3982,2019-04-04 05:00:00,2019-04-04 20:37:12,15.62,21.17,Shared,7,4
3983,2019-08-02 20:03:00,2019-08-03 20:03:00,24.0,38.4,Shared,5,8
3984,2019-09-27 10:02:00,2019-09-27 12:17:36,2.26,8.14,Private,1,9
3985,2020-01-29 03:00:00,2020-01-29 08:52:12,5.87,21.13,Private,7,1
3986,2019-05-28 21:13:00,2019-05-28 22:22:00,1.15,8.28,Shared,5,5
3987,2019-10-03 18:58:00,2019-10-04 02:16:00,7.3,26.28,Private,4,10
3988,2019-08-14 20:31:00,2019-08-14 23:53:12,3.37,12.13,Private,5,8
3989,2019-09-19 18:05:00,2019-09-20 13:07:24,19.04,41.14,Shared,4,9
3990,2019-11-29 17:40:00,2019-11-29 20:32:48,2.88,20.74,Shared,4,11
