user_id,user_type,hour,uncontrolled_3_6kw,uncontrolled_7_2kw,flexible_3_6kw,flexible_7_2kw
2333,Private,9,1.256,2.506,0.994,1.793
2333,Private,10,1.29,2.412,0.726,1.443
2333,Private,11,1.398,2.722,0.703,1.326
2333,Private,12,1.253,2.437,0.0,0.0
2333,Private,13,1.549,3.034,0.2,0.366
2333,Private,14,0.893,1.638,0.0,0.0
2333,Private,15,0.305,0.599,0.628,1.176
2333,Private,16,4.138,7.637,0.469,0.943
2333,Private,17,2.824,5.134,0.266,0.507
2333,Private,18,3.573,7.057,0.442,0.816
2333,Private,19,3.528,7.096,0.0,0.0
2333,Private,20,3.263,6.582,0.0,0.0
2333,Private,21,0.57,1.188,0.122,0.228
2333,Private,22,0.0,0.0,2.879,5.376
2333,Private,23,2.149,4.413,2.765,5.616
2334,Private,0,1.267,2.465,3.073,5.701
2334,Private,1,0.836,1.585,3.383,6.093
2334,Private,2,0.0,0.0,3.269,6.334
2334,Private,3,0.17,0.311,3.305,6.723
2334,Private,4,0.922,1.837,2.452,4.688
2334,Private,5,1.552,2.925,3.324,6.117
2334,Private,6,0.792,1.652,0.996,1.922
2334,Private,7,0.293,0.543,0.105,0.194
2334,Private,8,1.296,2.598,0.503,1.007
2334,Private,9,0.991,1.853,0.0,0.0
2334,Private,10,0.913,1.687,1.241,2.306
2334,Private,11,1.355,2.659,0.441,0.849
2334,Private,12,2.55,4.992,0.589,1.176
2334,Private,13,1.052,2.166,0.08,0.147
2334,Private,14,0.468,0.884,0.0,0.0
2334,Private,15,0.682,1.283,0.0,0.0
2334,Private,16,0.636,1.149,0.271,0.532
2334,Private,17,0.421,0.879,0.521,1.003
2334,Private,18,3.502,6.972,0.008,0.017
2334,Private,19,4.003,8.335,0.218,0.428
2334,Private,20,3.009,5.585,0.0,0.0
2334,Private,21,3.385,7.089,0.758,1.38
2334,Private,22,3.874,7.979,3.28,6.202
2334,Private,23,0.611,1.242,3.19,6.504
2335,Private,0,1.164,2.256,3.0,5.594
2335,Private,1,0.0,0.0,2.772,5.371
2335,Private,2,0.288,0.596,3.962,7.149
2335,Private,3,0.889,1.768,2.972,5.783
2335,Private,4,0.0,0.0,3.352,6.134
2335,Private,5,0.972,1.885,3.109,5.835
2335,Private,6,0.967,1.839,0.0,0.0
2335,Private,7,0.719,1.447,0.219,0.397
2335,Private,8,1.137,2.205,0.536,1.067
2335,Private,9,0.0,0.0,0.098,0.2
2335,Private,10,1.204,2.375,0.788,1.612
2335,Private,11,0.156,0.286,0.159,0.312
2335,Private,12,1.078,2.102,0.401,0.734
2335,Private,13,0.054,0.098,0.0,0.0
2335,Private,14,0.0,0.0,0.017,0.035
2335,Private,15,0.269,0.546,0.0,0.0
2335,Private,16,0.956,1.872,0.083,0.169
2335,Private,17,1.034,1.956,0.313,0.602
2335,Private,18,1.163,2.399,0.065,0.136
2335,Private,19,0.715,1.362,0.115,0.208
2335,Private,20,4.115,7.714,0.438,0.873
2335,Private,21,3.864,8.073,0.0,0.0
2335,Private,22,4.678,9.547,2.89,5.94
2335,Private,23,3.44,7.123,3.662,7.673
2336,Shared,0,0.772,1.515,2.926,5.791
2336,Shared,1,1.112,2.117,2.696,5.284
2336,Shared,2,0.0,0.0,2.796,5.098
2336,Shared,3,1.67,3.06,2.745,5.585
2336,Shared,4,0.528,1.019,3.122,5.783
2336,Shared,5,1.028,2.127,3.192,6.372
2336,Shared,6,0.229,0.475,0.742,1.47
2336,Shared,7,0.659,1.363,0.604,1.109
2336,Shared,8,0.097,0.193,0.344,0.701
2336,Shared,9,1.042,1.9,0.0,0.0
2336,Shared,10,1.111,2.134,0.0,0.0
2336,Shared,11,0.167,0.312,0.434,0.794
2336,Shared,12,0.0,0.0,0.437,0.862
2336,Shared,13,0.139,0.258,0.453,0.916
2336,Shared,14,0.0,0.0,0.07,0.145
2336,Shared,15,1.004,1.946,0.857,1.669
2336,Shared,16,0.296,0.562,0.0,0.0
2336,Shared,17,2.979,5.628,0.402,0.814
2336,Shared,18,4.652,8.736,0.0,0.0
2336,Shared,19,4.117,8.564,0.212,0.436
2336,Shared,20,3.842,7.702,0.097,0.197
2336,Shared,21,3.018,6.135,0.645,1.172
2336,Shared,22,0.477,0.929,2.78,5.801
2336,Shared,23,0.825,1.489,3.014,6.233
2337,Private,0,1.828,3.56,3.096,6.432
2337,Private,1,0.724,1.348,3.427,6.314
2337,Private,2,0.741,1.355,3.295,6.479
2337,Private,3,0.911,1.793,3.415,6.603
2337,Private,4,1.296,2.533,2.747,5.106
2337,Private,5,0.131,0.253,2.643,5.443
2337,Private,6,0.928,1.926,0.707,1.323
2337,Private,7,0.0,0.0,0.849,1.674
2337,Private,8,1.202,2.208,0.0,0.0
2337,Private,9,0.525,1.084,0.0,0.0
2337,Private,10,1.386,2.811,0.448,0.909
2337,Private,11,0.539,1.064,0.173,0.352
2337,Private,12,1.15,2.403,0.086,0.18
2337,Private,13,0.277,0.579,0.139,0.253
2337,Private,14,0.886,1.683,0.0,0.0
2337,Private,15,0.556,1.019,0.161,0.322
2337,Private,16,0.73,1.444,0.636,1.159
2337,Private,17,3.904,8.077,0.355,0.704
2337,Private,18,3.001,5.744,0.003,0.006
2337,Private,19,3.746,7.669,0.155,0.284
2337,Private,20,4.064,8.488,0.417,0.807
2337,Private,21,2.488,4.682,0.267,0.509
2337,Private,22,0.98,1.844,2.316,4.657
2337,Private,23,0.908,1.897,4.052,7.545
2338,Shared,0,0.445,0.829,2.89,5.924
2338,Shared,1,0.841,1.675,3.433,6.855
2338,Shared,2,1.215,2.229,2.769,5.487
2338,Shared,3,0.897,1.627,2.926,5.57
2338,Shared,4,0.406,0.767,3.37,6.714
2338,Shared,5,2.028,3.929,2.983,5.495
2338,Shared,6,0.396,0.735,0.0,0.0
2338,Shared,7,1.33,2.687,0.963,1.981
2338,Shared,8,0.0,0.0,0.06,0.125
2338,Shared,9,0.0,0.0,0.409,0.853
2338,Shared,10,0.364,0.7,0.0,0.0
2338,Shared,11,0.385,0.741,0.0,0.0
2338,Shared,12,1.375,2.805,0.467,0.912
2338,Shared,13,1.451,2.639,0.0,0.0
2338,Shared,14,0.925,1.698,0.34,0.633
2338,Shared,15,0.991,2.076,0.008,0.016
2338,Shared,16,1.04,1.948,0.493,0.963
2338,Shared,17,0.85,1.55,0.268,0.536
2338,Shared,18,1.691,3.274,0.461,0.832
2338,Shared,19,0.286,0.595,0.065,0.13
2338,Shared,20,4.492,8.84,1.139,2.366
2338,Shared,21,3.292,6.162,0.377,0.73
2338,Shared,22,3.813,7.786,3.231,5.859
2338,Shared,23,3.164,5.985,3.269,6.591
2339,Shared,0,0.289,0.572,2.427,4.7
2339,Shared,1,1.174,2.425,3.721,7.226
2339,Shared,2,0.504,0.907,3.065,5.821
2339,Shared,3,0.229,0.437,3.128,6.224
2339,Shared,4,0.653,1.231,2.753,5.32
2339,Shared,5,0.399,0.74,2.343,4.576
2339,Shared,6,0.0,0.0,0.0,0.0
2339,Shared,7,0.344,0.704,0.068,0.123
2339,Shared,8,0.907,1.671,0.532,1.068
2339,Shared,9,0.0,0.0,0.542,1.11
2339,Shared,10,0.546,1.047,0.414,0.776
2339,Shared,11,1.069,2.211,0.264,0.489
2339,Shared,12,0.937,1.784,0.431,0.789
2339,Shared,13,2.082,4.158,1.194,2.236
2339,Shared,14,3.42,6.839,0.693,1.394
2339,Shared,15,3.632,6.922,0.406,0.75
2339,Shared,16,3.224,6.319,0.607,1.272
2339,Shared,17,3.923,7.335,0.623,1.185
2339,Shared,18,3.238,6.371,0.0,0.0
2339,Shared,19,1.813,3.518,0.0,0.0
2339,Shared,20,0.666,1.363,0.861,1.712
2339,Shared,21,0.173,0.323,0.388,0.749
2339,Shared,22,1.849,3.493,3.174,5.943
2339,Shared,23,1.865,3.854,3.094,6.058
2340,Shared,0,1.293,2.63,3.017,5.598
2340,Shared,1,0.309,0.57,3.139,5.841
2340,Shared,2,0.0,0.0,2.716,5.182
2340,Shared,3,0.625,1.148,3.196,6.606
2340,Shared,4,1.672,3.375,2.963,5.966
2340,Shared,5,0.325,0.594,3.163,6.22
2340,Shared,6,0.37,0.696,0.0,0.0
2340,Shared,7,0.353,0.672,0.0,0.0
2340,Shared,8,1.132,2.266,0.0,0.0
2340,Shared,9,1.129,2.2,0.0,0.0
2340,Shared,10,0.897,1.774,0.385,0.74
2340,Shared,11,0.353,0.66,0.0,0.0
2340,Shared,12,1.131,2.356,0.0,0.0
2340,Shared,13,0.0,0.0,0.0,0.0
2340,Shared,14,0.356,0.643,0.565,1.047
2340,Shared,15,0.0,0.0,0.708,1.443
2340,Shared,16,0.289,0.602,0.271,0.516
2340,Shared,17,1.159,2.183,0.096,0.179
2340,Shared,18,3.072,6.088,0.813,1.619
2340,Shared,19,3.449,6.223,0.034,0.07
2340,Shared,20,4.686,8.556,0.016,0.03
2340,Shared,21,2.469,4.503,0.756,1.442
2340,Shared,22,3.012,5.834,3.765,7.761
2340,Shared,23,0.825,1.537,3.04,6.379
2341,Shared,0,0.01,0.02,3.263,6.168
2341,Shared,1,0.169,0.347,3.26,5.903
2341,Shared,2,0.78,1.593,3.537,6.737
2341,Shared,3,0.253,0.524,2.597,5.278
2341,Shared,4,0.388,0.796,3.185,6.476
2341,Shared,5,1.506,2.725,2.888,5.971
2341,Shared,6,0.607,1.147,0.233,0.474
2341,Shared,7,0.247,0.511,0.0,0.0
2341,Shared,8,0.678,1.246,0.485,1.01
2341,Shared,9,0.554,1.06,0.495,0.955
2341,Shared,10,0.0,0.0,0.146,0.296
2341,Shared,11,0.0,0.0,0.3,0.584
2341,Shared,12,0.207,0.383,0.464,0.894
2341,Shared,13,0.0,0.0,0.558,1.116
2341,Shared,14,2.804,5.686,0.0,0.0
2341,Shared,15,3.089,6.21,0.441,0.925
2341,Shared,16,3.721,7.264,0.479,0.92
2341,Shared,17,3.811,7.206,0.004,0.008
2341,Shared,18,3.07,6.01,0.387,0.79
2341,Shared,19,1.004,2.049,0.0,0.0
2341,Shared,20,0.196,0.363,0.292,0.544
2341,Shared,21,1.425,2.929,0.184,0.384
2341,Shared,22,0.593,1.192,2.961,5.781
2341,Shared,23,0.0,0.0,3.483,6.716
2342,Private,0,0.597,1.086,2.747,5.442
2342,Private,1,0.0,0.0,3.332,6.903
2342,Private,2,1.162,2.231,3.119,5.896
2342,Private,3,1.054,2.113,3.011,6.215
2342,Private,4,0.071,0.146,3.517,6.76
2342,Private,5,1.184,2.214,2.74,5.496
2342,Private,6,1.215,2.402,0.583,1.085
2342,Private,7,0.772,1.392,0.007,0.014
2342,Private,8,0.952,1.966,0.212,0.408
2342,Private,9,0.391,0.735,0.622,1.224
2342,Private,10,1.164,2.223,0.284,0.544
2342,Private,11,0.572,1.162,0.649,1.176
2342,Private,12,0.376,0.755,0.37,0.725
2342,Private,13,0.405,0.742,0.712,1.473
2342,Private,14,0.468,0.893,0.068,0.126
2342,Private,15,3.486,6.286,0.0,0.0
2342,Private,16,4.609,9.598,0.414,0.817
2342,Private,17,3.662,6.851,0.0,0.0
2342,Private,18,3.902,7.808,0.0,0.0
2342,Private,19,2.895,5.434,0.0,0.0
2342,Private,20,1.149,2.086,0.489,1.02
2342,Private,21,0.777,1.454,0.106,0.194
2342,Private,22,0.699,1.3,3.301,6.4
2342,Private,23,0.0,0.0,3.208,6.206
2343,Private,0,1.133,2.281,3.334,6.986
2343,Private,1,0.892,1.746,3.261,6.197
2343,Private,2,1.576,2.944,2.824,5.177
2343,Private,3,0.695,1.368,2.991,5.536
2343,Private,4,1.358,2.835,2.942,6.142
2343,Private,5,0.246,0.465,2.809,5.714
2343,Private,6,0.0,0.0,0.104,0.215
2343,Private,7,0.664,1.356,0.0,0.0
2343,Private,8,0.393,0.72,0.049,0.094
2343,Private,9,1.182,2.243,0.0,0.0
2343,Private,10,0.097,0.188,0.068,0.142
2343,Private,11,1.122,2.283,0.107,0.205
2343,Private,12,0.966,1.99,0.0,0.0
2343,Private,13,3.784,7.904,0.373,0.68
2343,Private,14,3.108,5.768,0.0,0.0
2343,Private,15,2.506,4.928,0.359,0.711
2343,Private,16,3.181,6.207,0.089,0.16
2343,Private,17,3.502,6.945,0.354,0.666
2343,Private,18,0.41,0.852,0.12,0.246
2343,Private,19,1.378,2.816,0.749,1.393
2343,Private,20,1.02,2.084,0.624,1.167
2343,Private,21,0.904,1.776,0.107,0.198
2343,Private,22,1.099,2.178,2.86,5.554
2343,Private,23,0.198,0.385,2.75,5.487
2344,Private,0,0.151,0.282,3.144,6.119
2344,Private,1,0.765,1.514,2.214,4.536
2344,Private,2,0.581,1.185,3.37,6.783
2344,Private,3,1.555,2.938,3.419,6.67
2344,Private,4,0.0,0.0,3.141,5.713
2344,Private,5,0.64,1.236,3.538,7.225
2344,Private,6,0.014,0.028,0.32,0.666
2344,Private,7,1.413,2.82,0.0,0.0
2344,Private,8,0.527,1.081,0.0,0.0
2344,Private,9,1.075,1.981,0.283,0.556
2344,Private,10,1.181,2.299,0.0,0.0
2344,Private,11,0.601,1.218,0.085,0.177
2344,Private,12,0.896,1.871,0.281,0.562
2344,Private,13,0.045,0.093,0.237,0.46
2344,Private,14,0.0,0.0,0.377,0.765
2344,Private,15,0.0,0.0,0.407,0.831
2344,Private,16,0.323,0.624,0.374,0.741
2344,Private,17,1.227,2.319,0.0,0.0
2344,Private,18,1.39,2.609,0.0,0.0
2344,Private,19,0.79,1.505,0.0,0.0
2344,Private,20,2.682,4.833,0.272,0.497
2344,Private,21,4.117,7.6,0.03,0.054
2344,Private,22,4.007,7.41,2.678,5.002
2344,Private,23,3.909,7.84,1.992,3.646
2345,Private,0,1.389,2.571,2.855,5.752
2345,Private,1,0.082,0.163,2.854,5.195
2345,Private,2,1.737,3.212,3.224,6.15
2345,Private,3,0.607,1.243,4.004,7.852
2345,Private,4,1.088,2.278,3.181,6.197
2345,Private,5,1.317,2.663,3.504,7.079
2345,Private,6,0.381,0.754,0.0,0.0
2345,Private,7,0.188,0.385,0.203,0.38
2345,Private,8,0.678,1.224,0.0,0.0
2345,Private,9,0.216,0.411,0.626,1.148
2345,Private,10,0.402,0.73,0.0,0.0
2345,Private,11,0.531,1.066,0.0,0.0
2345,Private,12,0.289,0.543,0.175,0.338
2345,Private,13,1.025,2.15,1.256,2.37
2345,Private,14,1.674,3.153,0.0,0.0
2345,Private,15,0.616,1.185,0.353,0.69
2345,Private,16,0.934,1.848,0.0,0.0
2345,Private,17,1.175,2.354,0.0,0.0
2345,Private,18,3.281,6.073,0.057,0.12
2345,Private,19,3.252,5.871,0.702,1.427
2345,Private,20,3.848,8.0,0.363,0.713
2345,Private,21,3.292,6.187,1.118,2.343
2345,Private,22,2.902,6.012,3.374,6.832
2345,Private,23,1.776,3.303,3.212,5.935
2346,Shared,0,0.83,1.531,2.943,5.976
2346,Shared,1,1.065,2.067,3.046,5.873
2346,Shared,2,1.613,3.263,2.856,5.443
2346,Shared,3,0.328,0.682,2.716,4.969
2346,Shared,4,1.573,3.211,3.244,6.176
2346,Shared,5,1.485,2.986,2.948,5.688
2346,Shared,6,0.0,0.0,0.561,1.075
2346,Shared,7,1.207,2.291,0.0,0.0
2346,Shared,8,0.191,0.399,0.0,0.0
2346,Shared,9,0.599,1.086,0.223,0.462
2346,Shared,10,0.984,1.959,0.035,0.063
2346,Shared,11,1.835,3.396,0.915,1.833
2346,Shared,12,0.88,1.698,0.302,0.544
2346,Shared,13,0.394,0.787,0.609,1.215
2346,Shared,14,0.834,1.637,0.0,0.0
2346,Shared,15,0.398,0.806,0.206,0.38
2346,Shared,16,1.321,2.637,0.0,0.0
2346,Shared,17,0.921,1.84,0.176,0.332
2346,Shared,18,0.445,0.814,0.026,0.049
2346,Shared,19,1.268,2.558,0.178,0.364
2346,Shared,20,2.28,4.354,0.158,0.291
2346,Shared,21,3.897,7.064,0.0,0.0
2346,Shared,22,2.655,5.063,3.488,6.509
2346,Shared,23,3.349,6.384,3.14,6.55
2347,Shared,0,0.0,0.0,3.487,6.365
2347,Shared,1,0.041,0.085,3.54,6.376
2347,Shared,2,0.373,0.693,3.203,6.0
2347,Shared,3,1.179,2.237,2.608,4.851
2347,Shared,4,1.033,2.11,3.304,6.474
2347,Shared,5,0.0,0.0,2.89,5.578
2347,Shared,6,0.0,0.0,0.0,0.0
2347,Shared,7,0.595,1.165,0.07,0.129
2347,Shared,8,0.34,0.697,0.0,0.0
2347,Shared,9,0.0,0.0,0.18,0.371
2347,Shared,10,1.047,2.133,0.309,0.577
2347,Shared,11,0.0,0.0,0.45,0.833
2347,Shared,12,1.279,2.392,1.034,1.914
2347,Shared,13,0.325,0.594,0.407,0.844
2347,Shared,14,4.462,9.114,0.396,0.734
2347,Shared,15,5.245,10.145,0.086,0.167
2347,Shared,16,3.353,6.06,0.0,0.0
2347,Shared,17,3.572,7.122,0.196,0.36
2347,Shared,18,3.761,7.356,0.374,0.734
2347,Shared,19,0.625,1.179,0.293,0.532
2347,Shared,20,0.576,1.151,0.39,0.802
2347,Shared,21,0.0,0.0,0.0,0.0
2347,Shared,22,0.897,1.663,3.323,6.927
2347,Shared,23,0.643,1.21,2.935,5.72
2348,Shared,0,0.599,1.238,2.747,5.08
2348,Shared,1,0.595,1.167,3.44,6.74
2348,Shared,2,0.662,1.338,2.96,5.368
2348,Shared,3,0.621,1.152,3.712,7.051
2348,Shared,4,1.189,2.471,3.369,6.134
2348,Shared,5,1.011,2.078,3.261,6.536
2348,Shared,6,1.188,2.177,0.809,1.48
2348,Shared,7,0.828,1.503,0.257,0.511
2348,Shared,8,1.469,2.85,0.235,0.485
2348,Shared,9,1.279,2.419,0.054,0.099
2348,Shared,10,0.0,0.0,0.0,0.0
2348,Shared,11,1.65,3.451,1.202,2.172
2348,Shared,12,0.748,1.472,0.0,0.0
2348,Shared,13,0.912,1.682,0.0,0.0
2348,Shared,14,1.801,3.417,0.0,0.0
2348,Shared,15,2.894,5.81,0.23,0.449
2348,Shared,16,3.973,7.328,0.165,0.338
2348,Shared,17,4.362,8.933,0.21,0.419
2348,Shared,18,3.399,6.257,1.138,2.221
2348,Shared,19,3.82,7.948,0.0,0.0
2348,Shared,20,0.151,0.289,0.0,0.0
2348,Shared,21,0.0,0.0,0.633,1.189
2348,Shared,22,0.65,1.219,3.33,6.194
2348,Shared,23,0.834,1.671,2.194,3.966
2349,Private,0,0.592,1.18,3.004,5.565
2349,Private,1,1.491,2.935,3.403,6.306
2349,Private,2,0.628,1.203,3.047,6.2
2349,Private,3,0.313,0.575,2.734,5.228
2349,Private,4,0.314,0.621,2.986,5.988
2349,Private,5,0.78,1.548,2.959,5.332
2349,Private,6,0.904,1.752,0.022,0.04
2349,Private,7,1.094,2.122,0.888,1.783
2349,Private,8,1.396,2.593,0.0,0.0
2349,Private,9,0.409,0.741,0.633,1.145
2349,Private,10,0.0,0.0,0.074,0.145
2349,Private,11,0.745,1.502,0.081,0.154
2349,Private,12,0.6,1.127,0.296,0.543
2349,Private,13,0.751,1.404,0.0,0.0
2349,Private,14,1.664,3.376,0.176,0.343
2349,Private,15,0.918,1.677,0.069,0.128
2349,Private,16,0.74,1.49,0.0,0.0
2349,Private,17,0.045,0.094,0.425,0.827
2349,Private,18,3.107,5.854,0.075,0.148
2349,Private,19,4.563,9.324,0.643,1.184
2349,Private,20,3.184,6.036,0.335,0.614
2349,Private,21,2.829,5.854,0.643,1.197
2349,Private,22,3.648,6.867,3.481,6.323
2349,Private,23,0.871,1.802,2.91,6.006
2350,Shared,0,0.571,1.1,2.921,6.049
2350,Shared,1,0.96,1.841,2.784,5.789
2350,Shared,2,0.726,1.359,3.103,5.769
2350,Shared,3,0.0,0.0,2.661,5.536
2350,Shared,4,0.0,0.0,2.955,5.445
2350,Shared,5,0.671,1.333,3.323,6.886
2350,Shared,6,0.248,0.491,0.0,0.0
2350,Shared,7,0.43,0.81,0.319,0.593
2350,Shared,8,1.645,3.339,0.216,0.441
2350,Shared,9,0.161,0.303,0.326,0.644
2350,Shared,10,0.776,1.536,0.192,0.347
2350,Shared,11,0.0,0.0,0.323,0.638
2350,Shared,12,0.467,0.842,0.008,0.017
2350,Shared,13,1.206,2.424,0.389,0.754
2350,Shared,14,2.986,5.931,0.721,1.504
2350,Shared,15,4.166,8.618,0.0,0.0
2350,Shared,16,2.419,4.752,0.308,0.614
2350,Shared,17,3.744,7.783,0.0,0.0
2350,Shared,18,4.585,8.466,0.141,0.275
2350,Shared,19,0.701,1.448,0.302,0.592
2350,Shared,20,1.382,2.857,0.284,0.534
2350,Shared,21,0.763,1.41,0.0,0.0
2350,Shared,22,0.71,1.388,3.544,6.955
2350,Shared,23,0.36,0.68,3.107,6.308
2351,Private,0,0.0,0.0,3.573,7.344
2351,Private,1,0.663,1.308,3.001,5.437
2351,Private,2,1.001,2.076,3.167,6.121
2351,Private,3,0.946,1.952,2.641,4.894
2351,Private,4,1.436,2.845,3.477,7.296
2351,Private,5,0.903,1.801,3.62,6.981
2351,Private,6,0.736,1.509,0.012,0.024
2351,Private,7,0.869,1.631,0.613,1.123
2351,Private,8,0.497,0.99,0.007,0.014
2351,Private,9,0.149,0.311,0.176,0.325
2351,Private,10,0.834,1.554,0.0,0.0
2351,Private,11,0.0,0.0,0.048,0.097
2351,Private,12,0.86,1.549,0.795,1.587
2351,Private,13,1.144,2.082,1.041,1.913
2351,Private,14,0.46,0.847,0.349,0.729
2351,Private,15,0.662,1.339,1.081,2.169
2351,Private,16,1.047,2.175,0.0,0.0
2351,Private,17,0.387,0.773,0.0,0.0
2351,Private,18,1.426,2.683,0.0,0.0
2351,Private,19,3.83,7.713,0.126,0.252
2351,Private,20,3.385,7.015,0.0,0.0
2351,Private,21,3.336,6.297,0.199,0.362
2351,Private,22,3.424,7.131,3.245,6.668
2351,Private,23,2.662,4.888,2.536,4.788
2352,Private,0,1.129,2.218,2.689,5.605
2352,Private,1,0.0,0.0,3.163,6.338
2352,Private,2,0.622,1.15,3.366,6.534
2352,Private,3,0.0,0.0,2.434,4.405
2352,Private,4,1.0,2.092,3.254,6.275
2352,Private,5,1.138,2.075,3.28,6.469
2352,Private,6,0.753,1.51,0.0,0.0
2352,Private,7,0.0,0.0,0.878,1.66
2352,Private,8,0.194,0.354,0.602,1.157
2352,Private,9,0.391,0.789,0.094,0.186
2352,Private,10,0.277,0.52,0.204,0.372
2352,Private,11,0.984,1.951,0.0,0.0
2352,Private,12,0.992,2.06,0.773,1.477
2352,Private,13,0.999,1.914,0.469,0.914
2352,Private,14,3.504,6.409,0.0,0.0
2352,Private,15,3.732,7.046,0.0,0.0
2352,Private,16,3.451,6.961,0.0,0.0
2352,Private,17,2.981,5.555,0.603,1.241
2352,Private,18,2.26,4.3,0.448,0.889
2352,Private,19,1.806,3.702,0.269,0.494
2352,Private,20,0.201,0.382,0.401,0.808
2352,Private,21,0.0,0.0,0.0,0.0
2352,Private,22,0.001,0.002,2.583,5.114
2352,Private,23,1.195,2.453,2.994,5.66
2353,Shared,0,1.054,1.993,3.143,5.729
2353,Shared,1,0.0,0.0,2.955,5.423
2353,Shared,2,0.205,0.374,2.888,5.627
2353,Shared,3,0.673,1.321,2.95,5.759
2353,Shared,4,0.832,1.557,3.106,5.871
2353,Shared,5,0.179,0.337,3.098,6.158
2353,Shared,6,1.658,3.382,0.0,0.0
2353,Shared,7,0.0,0.0,0.09,0.185
2353,Shared,8,1.149,2.255,0.414,0.755
2353,Shared,9,0.921,1.679,0.75,1.428
2353,Shared,10,1.503,2.883,0.587,1.093
2353,Shared,11,0.574,1.187,1.192,2.384
2353,Shared,12,0.359,0.676,0.502,1.029
2353,Shared,13,0.366,0.751,0.456,0.881
2353,Shared,14,1.034,1.883,0.062,0.129
2353,Shared,15,0.0,0.0,0.963,1.846
2353,Shared,16,1.589,3.295,0.716,1.491
2353,Shared,17,0.0,0.0,0.538,1.122
2353,Shared,18,3.521,6.441,0.029,0.055
2353,Shared,19,3.154,6.583,0.704,1.289
2353,Shared,20,3.774,6.994,0.186,0.355
2353,Shared,21,3.8,6.867,0.251,0.453
2353,Shared,22,4.143,8.694,2.311,4.51
2353,Shared,23,0.502,1.02,2.559,5.127
2354,Private,0,0.854,1.709,2.495,4.931
2354,Private,1,0.055,0.1,3.175,6.262
2354,Private,2,0.561,1.065,3.188,5.74
2354,Private,3,0.071,0.132,2.974,5.611
2354,Private,4,0.693,1.361,2.567,4.739
2354,Private,5,0.343,0.626,3.123,6.367
2354,Private,6,0.522,1.017,0.0,0.0
2354,Private,7,0.845,1.609,0.0,0.0
2354,Private,8,0.875,1.751,0.378,0.766
2354,Private,9,1.044,1.945,0.225,0.42
2354,Private,10,0.621,1.259,0.165,0.341
2354,Private,11,1.433,2.923,0.0,0.0
2354,Private,12,1.456,3.045,0.0,0.0
2354,Private,13,0.98,1.852,0.251,0.454
2354,Private,14,1.087,2.082,0.0,0.0
2354,Private,15,1.024,2.079,0.116,0.213
2354,Private,16,1.06,2.151,0.285,0.515
2354,Private,17,1.22,2.364,0.0,0.0
2354,Private,18,0.0,0.0,0.0,0.0
2354,Private,19,3.328,6.902,0.0,0.0
2354,Private,20,3.877,7.199,0.622,1.234
2354,Private,21,3.99,7.184,0.0,0.0
2354,Private,22,3.546,6.748,3.273,6.494
2354,Private,23,4.334,8.508,3.444,6.243
2355,Shared,0,1.297,2.342,3.205,6.239
2355,Shared,1,1.326,2.765,3.349,6.168
2355,Shared,2,0.0,0.0,3.173,5.976
2355,Shared,3,0.26,0.536,2.753,5.731
2355,Shared,4,0.804,1.64,3.058,5.786
2355,Shared,5,0.595,1.084,2.599,5.311
2355,Shared,6,0.632,1.28,0.0,0.0
2355,Shared,7,0.888,1.835,0.168,0.326
2355,Shared,8,1.058,2.133,0.0,0.0
2355,Shared,9,1.359,2.526,0.253,0.495
2355,Shared,10,2.547,5.13,0.0,0.0
2355,Shared,11,1.605,3.257,0.0,0.0
2355,Shared,12,1.28,2.576,0.361,0.678
2355,Shared,13,0.0,0.0,0.078,0.161
2355,Shared,14,4.114,7.939,0.105,0.214
2355,Shared,15,4.136,7.882,0.383,0.787
2355,Shared,16,4.193,8.272,0.367,0.718
2355,Shared,17,3.095,5.925,0.205,0.429
2355,Shared,18,3.701,6.82,0.183,0.384
2355,Shared,19,0.321,0.598,0.094,0.18
2355,Shared,20,1.038,2.05,0.196,0.378
2355,Shared,21,0.0,0.0,0.647,1.168
2355,Shared,22,0.479,0.924,2.473,4.583
2355,Shared,23,0.72,1.468,2.838,5.71
2356,Shared,0,0.239,0.5,3.123,6.467
2356,Shared,1,1.472,2.723,3.227,6.555
2356,Shared,2,0.0,0.0,2.965,6.176
2356,Shared,3,0.489,0.906,3.25,6.605
2356,Shared,4,0.0,0.0,3.271,6.484
2356,Shared,5,0.22,0.425,2.855,5.727
2356,Shared,6,1.216,2.452,0.301,0.617
2356,Shared,7,1.013,1.838,0.529,1.021
2356,Shared,8,0.57,1.19,0.0,0.0
2356,Shared,9,0.86,1.644,0.478,0.898
2356,Shared,10,0.756,1.491,0.656,1.329
2356,Shared,11,0.544,1.073,0.106,0.219
2356,Shared,12,2.984,5.758,0.0,0.0
2356,Shared,13,3.716,7.338,0.0,0.0
2356,Shared,14,3.569,7.301,0.166,0.301
2356,Shared,15,3.916,7.926,0.526,1.081
2356,Shared,16,3.869,7.642,0.96,1.991
2356,Shared,17,0.783,1.543,0.806,1.656
2356,Shared,18,0.0,0.0,0.308,0.607
2356,Shared,19,0.513,0.98,0.304,0.564
2356,Shared,20,0.896,1.761,0.481,1.003
2356,Shared,21,1.115,2.146,0.245,0.454
2356,Shared,22,0.086,0.16,3.275,6.703
2356,Shared,23,0.065,0.134,2.747,5.179
2357,Private,0,0.978,2.027,3.127,6.3
